node1,node2,weight
7061,4075,-0.359
7061,7213,-0.338
7061,3505,-0.483
7061,5839,-0.355
7060,8107,-0.365
7060,3456,0.315
7060,4075,0.451
7060,8207,-0.441
7060,8776,0.24
7060,8777,0.342
7060,7600,0.545
7060,9186,-0.204
7060,1240,-0.277
7060,7559,0.427
7060,6700,-0.365
7060,8352,-0.365
7060,2466,0.157
7060,4028,0.322
805,797,0.067
8854,4028,0.537
6961,8157,0.363
6961,8204,0.279
6961,8259,-0.328
6961,8528,0.11
6961,1522,0.474
6961,8207,0.123
6960,6963,0.444
6960,6964,0.355
6960,7810,0.444
6960,4304,0.225
6960,6969,0.649
6960,6968,0.592
6960,8626,0.592
6960,7819,-0.088
6960,7220,0.326
6960,7457,0.3
6960,7454,0.381
6960,7452,0.398
6960,4679,0.516
6960,6008,0.592
6960,3792,0.42
6960,7514,0.592
6960,5064,0.043
6960,10,0.592
6960,717,0.388
6960,4332,0.592
6960,2702,-0.219
6960,7960,0.643
6960,1620,0.592
6960,7129,0.434
6960,7441,0.592
6960,5265,0.232
6960,5262,0.592
6960,7252,-0.085
6960,7605,0.479
6960,7310,0.293
6960,7600,0.385
6960,929,0.49
6960,5222,0.73
6960,290,0.592
6960,8977,0.592
6960,318,0.516
6960,6987,0.592
6960,8039,0.592
6960,7875,0.286
6960,7033,0.2525
6960,279,-0.187
6960,7878,0.102
6960,7134,0.045
6960,7137,-0.095
6960,7972,0.238
6960,7639,0.592
6960,4806,0.259
6960,7213,0.592
6960,2985,0.538
6960,7436,0.3
6960,6308,0.592
6960,1522,0.209
6960,6303,0.592
6960,4197,-0.329
6960,7624,0.592
6960,7026,0.384
6960,5488,0.127
6960,4357,0.592
6960,7273,0.474
6960,6422,0.021
6960,4751,0.42
6960,7141,0.249
6960,1439,0.492
6960,518,0.597
6960,3096,0.592
6960,5875,0.152
6960,2293,0.592
6960,7651,0.592
6960,3824,0.592
6960,7657,0.42
6960,8298,0.369
6960,7094,0.592
6960,7092,0.592
6960,4534,0.592
6960,3365,0.405
6960,6287,0.592
6960,7559,0.375
6960,7263,0.592
6960,4533,0.7
6960,7412,0.75
6960,7982,0.592
6960,6011,0.615
6960,7295,0.592
6960,6801,0.297
6960,2182,0.737
6960,7481,0.131
6960,6487,0.173
6960,868,0.592
6960,1026,0.42
6960,7211,0.247
6960,6409,0.592
6960,2757,0.592
6960,6699,0.592
6960,2105,0.592
6960,6052,0.524
6960,4080,0.73
6960,7934,0.592
6960,7939,0.592
6960,8179,-0.07
6960,2631,0.51
6960,1899,0.592
6960,5211,0.592
6960,7323,0.325
6960,4003,0.592
6960,7328,0.592
6960,7775,0.592
6960,7973,0.592
6960,6034,0.73
6960,1118,0.592
6960,5286,0.592
6960,7236,0.592
6960,5539,0.592
6960,8084,0.143
6960,2238,0.592
6960,8086,0.744
6960,7589,0.425
6960,7068,0.592
6960,7505,0.73
6960,1476,0.592
6960,7647,0.643
6960,6237,0.592
6960,2531,0.384
6960,5933,0.492
6960,3198,0.592
6963,6960,0.367
6963,6962,0.255
6963,3711,0.367
6963,6966,0.046
6963,6987,0.347
6963,2718,0.405
6963,2631,0.367
6963,318,0.276
6963,8691,0.114
6963,1899,0.414
6963,7657,0.395
6963,7983,0.221
6963,1026,0.39
6963,6082,0.408
6963,3160,0.01
6963,8115,0.146
6963,7711,0.448
6963,6004,0.179
6963,8533,-0.174
6963,3456,0.309
6963,4160,-0.266
6963,7878,0.393
6963,6287,0.224
6963,7152,0.162
6963,6008,0.744
6963,721,0.274
6963,678,0.6
6963,6969,0.122
6963,6220,0.744
6963,7514,0.744
6963,7973,-0.016
6963,1522,0.484
6963,3998,0.225
6963,7881,-0.007
6963,7194,0.39
6963,5064,0.455
6963,997,0.041
6963,6998,0.455
6963,1399,0.321
6963,7295,0.347
6963,2917,0.444
6963,8039,-0.157
6963,2879,0.303
6963,7078,0.369
6963,8202,0.3
6963,5265,0.217
6963,5286,0.744
6963,6958,0.285
6963,7193,0.375
6963,6977,0.388
6963,7026,0.485
6963,8129,0.313
6963,5488,0.277
6963,165,0.492
6963,3054,0.419
6963,4357,0.293
6963,8199,0.176
6963,8644,0.244
6963,8797,0.002
6963,7273,0.162
6963,8954,0.254
6963,1620,0.347
6963,7609,0.044
6963,6659,0.247
6963,7373,0.309
6963,8207,0.773
6963,4065,0.3955
6963,2048,0.384
6963,5307,0.48
6963,1240,0.561
6963,1439,0.293
6963,7033,0.326
6963,8887,0.285
6963,5839,0.124
6963,4304,-0.197
6963,8436,0.221
6963,8724,0.242
6963,5262,0.345
6962,9340,0.313
6962,6960,0.152
6962,559,0.113
6962,6964,0.114
6962,9154,0.059
6962,6987,0.402
6962,8157,0.104
6962,8745,0.061
6962,550,0.041
6962,7818,-0.078
6962,1522,-0.0175
6962,9267,-0.064
6962,7220,0.125
6962,5079,0.213
6962,8329,0.107
6962,165,-0.002
6962,9227,0.187
6962,6700,-0.108
6962,3044,0.086
6962,3160,-0.049
6962,2547,0.081
6962,9288,0.149
6962,1426,0.393
6962,7131,0.574
6962,8199,0.187
6962,4980,0.268
6962,7199,0.069
6962,7198,-0.071
6962,1399,0.1345
6962,5840,0.176
6962,8596,0.277
6962,9304,-0.011
6962,8808,0.45
6962,6069,0.381
6962,6977,0.016
6962,5060,0.232
6962,9329,-0.231
6962,3871,0.177
6962,8204,0.167
6962,3780,0.181
6962,6978,0.046
6962,5286,0.06
6962,2089,0.109
6962,7647,0.001
6962,7357,0.225
6962,7482,-0.035
6962,7000,0.148
6962,5539,0.167
6962,7125,0.036
6962,4846,0.112
6962,8788,0.11
6962,1621,0.163
6962,1620,0.286
6962,8189,0.137
6962,5262,0.224
6962,9294,0.063
6962,7212,0.535
6962,7161,0.106
6962,7505,0.474
6962,6699,0.444
6962,7468,0.367
6962,5568,0.116
6962,721,0.272
6962,6034,0.123
8628,7265,0.47
8628,4186,0.221
8629,4186,0.403
8158,8360,-0.277
8158,6830,-0.365
8158,8226,-0.187
8158,6346,-0.386
8158,8395,-0.277
8158,8204,-0.173
8158,8157,-0.296
8158,7881,-0.315
6966,7927,0.369
6966,1026,0.744
6966,678,-0.017
6966,7068,0.837
6966,717,0.615
6966,6968,0.744
6966,8204,-0.046
6966,7323,0.848
6966,5307,0.761
6966,6445,0.688
6966,2186,0.798
6966,1522,0.592
6966,279,0.62
6966,5806,0.787
6966,6303,0.692
6969,8376,-0.155
6969,8084,-0.012
6969,8601,-0.06
6969,7923,0.133
6969,6422,0.082
6969,9202,-0.19
6969,7441,0.552
6969,8600,-0.077
6969,8199,0.264
6969,8027,-0.027
6969,7819,-0.367
6969,5402,0.177
6969,6726,0.767
6969,1522,0.333
6969,5914,0.213
6969,165,-0.153
6969,6801,0.886
6969,9327,-0.139
6969,6964,-0.057
6968,3949,0.385
6968,8609,0.804
6968,5397,0.255
6968,3596,0.321
6968,6988,0.592
6968,6985,0.592
6968,3799,0.57
6968,393,0.744
6968,8681,0.744
6968,7951,0.21
6968,279,0.231
6968,3222,0.125
6968,7835,1
6968,2814,0.044
6968,3456,0.425
6968,2757,0.688
6968,5317,0.256
6968,3792,0.224
6968,1522,0.193
6968,8830,0.744
6968,8626,0.207
6968,3581,0.367
6968,717,0.155
6968,8777,0.188
6968,8630,0.268
6968,9583,0.114
6968,6152,0.01
6968,3171,0.169
6968,165,-0.048
6968,5121,1
6968,4461,0.248
6968,1621,0.322
6968,1620,0.221
6968,1626,1
6968,5222,0.182
6968,7213,0.833
6968,5447,0.125
6968,1931,0.122
6968,7600,0.444
6968,7504,0.248
6968,518,0.224
6968,2673,0.266
6968,1476,0.643
6968,7182,0.2035
6968,8724,0.091
6968,2105,0.372
8627,4186,0.167
8620,5276,0.675
8620,8639,0.296
8620,8777,0.104
8620,7600,0.189
8620,7506,0.125
8620,7198,0.09
8620,8485,0.203
8620,8127,-0.387
8620,8023,-0.037
8620,4846,-0.231
8620,7723,-0.117
8151,8160,-0.512
8151,8302,-0.149
8151,8598,-0.092
8151,3486,0.239
8228,7487,-0.049
3784,3705,0.527
3784,1915,0.138
3784,5411,0.272
3784,4020,0.474
3784,4805,0.045
8229,5789,0.28
414,100,0.502
414,515,0.174
416,415,0.1
417,1547,0.024
417,594,0.052
417,954,0.023
417,550,-0.027
417,415,0.112
417,74,0.717
417,425,0.167
410,8232,-0.126
410,593,-0.277
410,8425,-0.05
410,8365,-0.434
410,8175,-0.173
410,8389,-0.434
410,6818,-0.434
410,5018,-0.688
410,577,-0.61
410,7139,-0.592
410,8256,0.263
410,238,-0.244
410,3066,0.73
410,6878,-0.184
410,5767,0.6
410,7386,-0.035
410,8117,-0.097
410,8569,-0.344
410,797,0.14
410,25,-0.064
410,4518,-0.143
410,5272,-0.08
410,6066,-0.444
410,1070,0.747
410,322,0.577
410,195,0.189
410,346,0.012
410,7771,0.106
410,6363,0.42
410,5919,0.574
410,425,0.592
410,6069,0.453
410,5849,0.271
410,7554,0.531
410,585,0.761
410,5060,0.64
410,719,0.016
410,434,0.042
410,5021,0.744
410,464,0.457
410,758,0.379
410,461,0.761
410,671,0.355
410,5891,0.744
410,8268,-0.434
410,240,-0.239
410,4468,0.744
410,6672,-0.156
410,100,0.744
410,8579,-0.105
410,480,0.744
410,3780,-0.034
410,6012,-0.219
410,6406,-0.18
410,7563,-0.174
410,5342,-0.081
410,6295,-0.438
410,3374,0.744
410,2109,0.744
410,8394,-0.151
410,720,0.112
410,3465,0.092
410,294,0.268
410,6027,-0.434
410,31,0.033
410,1765,0.744
1389,1789,0.239
1389,594,-0.218
1389,453,0.154
1389,2598,0.625
1389,1359,0.06
1389,2808,0.305
1389,231,0.27
1389,255,0.046
1389,2542,0.134
1389,971,0.317
1389,2484,-0.14
1389,525,0.231
1389,6,0.561
1389,281,0.565
1389,1396,0.025
1389,1699,0.203
1389,309,0.388
1389,1315,0.139
1389,1358,0.239
1389,2626,0.572
1389,2601,0.778
1389,773,0.448
1389,300,0.226
1389,1492,0.15
1389,1913,0.32
1389,95,0.244
1389,3463,0.138
1389,1726,0.279
1389,2230,0.59
1389,122,0.203
1389,1453,0.415
1389,1570,0.086
1389,1838,0.516
1389,430,0.094
1389,376,0.257
412,12,0.458
412,195,0.258
412,5,-0.067
412,720,0.097
412,100,0.474
412,425,0.31
413,100,0.42
1384,605,0.386
1384,1306,0.177
1384,3868,0.474
1384,3598,0.118
1384,1346,0.421
1384,1648,0.42
1384,3530,0.259
1384,3736,0.234
1384,854,0.146
1384,2783,0.205
1384,2484,0.116
1384,281,0.351
1384,427,0.329
1384,2785,0.492
1384,2606,0.375
1384,3874,0.435
1384,2931,0.256
1384,6158,0.396
1384,3700,0.649
1384,220,0.529
1384,2992,0.357
1384,3374,0.375
1384,2234,0.506
1384,5979,0.106
1384,2799,0.279
1384,3960,0.42
1384,2751,0.462
1384,3983,0.091
1385,854,0.099
1385,1027,0.474
1386,854,-0.023
1386,1733,-0.013
1386,839,0.077
1386,2598,0.102
1386,1809,0.113
1386,2841,0.271
1386,255,-0.037
1386,122,0.073
1386,1507,-0.01
1386,474,0.162
1386,3286,0.228
1386,2655,0.24
1386,673,0.118
1386,1296,0.079
1386,760,0.134
1386,221,0.274
1386,110,0.191
1387,430,0.343
1380,854,0.018
1380,1094,0.355
1380,2458,0.369
1380,2314,0.293
1380,872,0.244
1380,125,-0.005
1380,376,0.17
419,640,0.185
419,480,0.2
419,415,0.205
1382,854,0.078
1382,453,0.161
1382,122,-0.015
1382,1535,0.04
1382,69,0.105
1382,430,0.151
1383,1167,-0.11
1383,122,-0.016
1383,2905,-0.05
1383,624,-0.058
1383,3750,0.453
1383,1122,0.068
1383,3490,-0.124
1383,2777,0.162
1383,1921,-0.1095
1383,3414,-0.194
1383,4020,0.511
1383,3040,-0.204
1383,4201,-0.141
1383,2806,0.173
1383,2785,0.577
1383,4283,0.381
1383,2527,-0.196
1383,1389,-0.01
1383,2488,-0.041
1383,4942,0.117
1383,6873,0.047
1383,2484,0.266
1383,2529,-0.09
1383,4169,-0.036
1383,1945,0.355
1383,2661,-0.027
1383,1010,0.05
1383,4882,-0.275
1383,1672,0.128
1383,2075,0.231
1383,854,0.133
1383,894,-0.035
1383,4279,0.2
1383,3930,-0.114
1383,5026,0.095
1383,1597,0.074
1383,6882,0.223
1383,6158,0.003
1383,6015,0.035
1383,269,0.574
1383,5106,0.255
1383,3707,0.438
1383,3723,-0.018
1383,1622,-0.046
1383,960,-0.071
1383,3394,-0.071
1383,6017,0.119
1383,5741,0.114
1383,3374,0.574
1383,451,-0.018
1383,2234,0.216
1383,5937,0.31
1383,816,0.323
1383,1004,0.326
1383,1663,0.08
1383,4536,0.346
5461,253,0.233
5274,2547,0.462
5274,2054,-0.082
5274,5401,0.149
5274,5021,0.31
5274,4319,0.167
5274,6069,0.347
5274,4113,0.107
5274,2697,0.455
5274,2583,0.124
5274,6174,0.855
5274,5764,0.42
5274,5863,0.09
5275,5430,0.672
5275,5277,-0.071
5275,4066,0.744
5275,2697,0.122
5275,2056,0.38
5275,5018,0.245
5275,32,0.156
5275,593,0.078
5275,5279,0.185
5275,5518,0.291
5275,5737,0.429
5275,3750,-0.079
5275,6020,0.556
5275,3672,0.219
5275,4906,-0.087
5275,5130,0.11
5276,9205,-0.011
5276,9263,-0.161
5276,6962,-0.089
5276,6832,-0.084
5276,2293,0.283
5276,8743,0.73
5276,6453,0.266
5276,3006,-0.032
5276,5269,0.592
5276,9013,0.474
5276,278,0.259
5276,6458,-0.034
5276,6084,-0.098
5276,9326,0.075
5276,7835,0.42
5276,9325,0.047
5276,2341,0.487
5276,1426,0.363
5276,7203,0.444
5276,2072,0.015
5276,5258,0.39
5276,4703,0.659
5276,8672,0.42
5276,1522,0.381
5276,7755,0.339
5276,5961,0.328
5276,7972,0.272
5276,1751,0.533
5276,5064,0.254
5276,3582,0.217
5276,4315,0.13
5276,3456,0.095
5276,6445,0.266
5276,2186,-0.052
5276,9196,-0.095
5276,3171,0.172
5276,4355,0.068
5276,1913,-0.183
5276,1599,0.375
5276,7589,0.133
5276,7081,0.163
5276,868,0.531
5276,3465,-0.132
5276,1040,0.05
5276,6568,-0.212
5276,5223,-0.155
5276,6798,0.582
5276,4699,0.013
5276,1578,-0.136
5276,8810,0.08
5276,2697,0.209
5276,7776,0.326
5276,680,0.643
1776,1774,0.254
1771,960,-0.068
1770,4283,0.354
1770,1306,0.1
1770,960,-0.053
1770,2641,-0.038
1770,2234,0.364
1770,1274,0.2505
1770,1648,0.2525
1770,1809,-0.011
1770,550,0.062
1770,133,0.109
1770,2192,0.008
1770,1846,0.116
1770,1487,0.106
1770,2744,0.231
1770,276,0.047
1770,2679,0.32
1770,181,0.252
1770,2695,0.106
1770,2537,-0.045
1770,816,0.316
1770,1880,0.115
5463,253,0.573
5272,486,0.411
5272,5270,-0.047
5272,165,0.305
1772,593,-0.088
1772,960,-0.042
5278,2697,0.333
3464,6912,0.108
6688,3233,0.37
6689,3233,0.381
6680,6679,0.483
6681,6679,0.266
6684,1111,0.169
6684,2809,-0.102
6684,7185,0.318
6684,5060,0.079
6687,3233,0.514
6687,6686,0.493
2428,2136,0.23
2428,129,-0.091
2428,1912,0.339
2429,1842,-0.032
2400,2002,-0.267
2400,1836,-0.357
2400,1214,0.508
2421,2330,0.295
2421,1836,0.184
2421,198,0.38
2421,159,0.011
2421,1196,0.203
2421,129,0.121
2422,42,0.026
2422,8466,-0.146
2422,2039,-0.054
2422,3976,0.082
2422,6158,0.342
2422,129,-0.153
2422,2075,0.22
2423,5834,0.081
2423,4162,0.272
2423,5193,0.241
2423,6158,0.228
2423,129,-0.102
2423,1913,0.068
2424,376,0.122
2424,129,-0.003
2424,1711,-0.02
2424,2434,0.114
2424,2023,0.147
2425,129,-0.129
2426,129,-0.089
2426,3974,-0.175
2427,129,-0.124
7849,5060,0.787
7848,5060,0.66
7845,3591,0.232
7845,5060,0.213
7844,5060,0.394
7847,5060,0.096
7846,9225,0.0245
7846,5530,0.182
7846,8329,0.089
7846,5060,0.533
7841,577,0.365
7841,5060,0.268
7841,5895,0.455
7840,5060,0.477
7843,5060,0.15
7842,5060,0.246
6356,1040,0.238
6356,6353,0.246
6356,157,0.143
6356,1765,0.712
6356,4003,0.023
6356,3694,0.506
6356,5840,0.218
6356,4573,0.083
6356,5780,0.549
6356,5884,0.081
6356,7977,0.099
6356,2971,0.492
6356,7751,0.266
6356,1539,0.07
6356,5402,0.592
6357,6353,0.423
6357,5572,0.627
6354,4201,0.208
6354,6353,0.078
6354,4386,0.323
6355,6353,0.333
6355,8047,0.286
6355,929,0.33
6355,9401,0.213
6355,8766,0.521
6355,7969,0.061
6352,5451,0.201
6350,32,0.432
6351,32,0.407
6358,6353,0.481
6359,6353,0.75
5466,2054,0.361
5466,3027,0.737
5466,5575,0.06
5466,4536,0.225
5466,4256,0.516
5466,1006,0.359
5466,3458,0.038
5466,6623,-0.048
9341,9154,0.73
9341,9351,0.302
9341,7559,0.444
9341,9607,0.676
9341,6559,0.474
9342,9154,0.037
9342,9515,0.554
9342,5994,0.326
9342,8714,0.615
9342,5685,0.228
9342,9423,1
9615,3160,0.067
9612,3160,-0.311
9613,3160,-0.255
9346,9354,-0.138
9346,7990,1
9346,4719,0.541
9346,5131,1
9346,9145,0.177
9347,9353,1
9347,6655,0.727
9348,7987,-0.178
9348,1414,0.061
9348,9347,0.73
9349,1316,0.15
9349,5622,0.73
9349,9347,0.73
9618,7987,-0.146
9619,8617,0.482
1814,188,0.37
1815,1349,0.592
1815,188,0.655
1815,618,0.338
1816,188,0.284
1816,202,0.528
1816,155,-0.273
1816,2488,0.188
1817,309,0.153
1817,1349,0.508
1817,1782,0.195
1817,949,0.508
1817,274,0.205
1817,125,0.23
1817,1032,0.262
1817,2376,-0.012
1817,821,0.252
1817,188,0.455
1817,385,0.437
1810,1306,0.167
1810,1141,0.097
1810,2655,0.163
1810,2841,0.368
1810,133,0.099
1810,2954,0.106
1810,3415,-0.052
1810,6878,0.211
1810,3652,-0.137
1810,2488,0.239333333
1810,6471,-0.129
1810,2529,0.263
1810,2528,0.174
1810,1945,0.383
1810,3852,0.227
1810,4988,-0.177
1810,813,0.302
1810,1463,0.095
1810,286,0.1785
1810,1091,-0.025
1810,718,0.053
1810,2598,0.435
1810,3839,-0.048
1810,2703,0.208
1810,4567,0.179
1810,1704,0.058
1810,4736,-0.009
1810,2317,0.044
1810,57,0.481
1810,2076,0.235
1810,2632,0.291
1810,1384,-0.088
1810,1663,0.453
1810,3036,-0.002
1810,376,-0.025
1810,319,0.058
1810,592,0.184
1810,594,0.199
1810,2770,0.212
1810,980,0.244
1810,3959,-0.037
1810,3946,0.029
1810,1921,0.062
1810,3143,0.147
1810,867,0.357
1810,1230,0.306
1810,4210,0.057
1810,2785,0.077
1810,4047,0.231
1810,839,0.195
1810,2661,0.1295
1810,1010,0.08
1810,910,0.181666667
1810,3580,0.016
1810,309,0.2065
1810,2606,0.465
1810,3661,0.322
1810,3585,0.316
1810,1232,0.253
1810,779,-0.002
1810,1453,0.253
1810,2767,0.099
1810,2285,0.348
1810,2765,-0.255
1810,1910,0.17
1810,240,0.063
1810,1935,0.017
1810,4354,0.13
1810,106,0.079
1810,4057,0.047
1810,3466,0.131
1810,1434,0.243
1810,4054,0.185
1810,3394,-0.03
1810,3501,0.157
1810,4291,0.0495
1810,3014,0.032
1810,2679,0.198
1810,2166,0.429
1810,2461,0.233
1810,6869,-0.074
1810,3593,0.27
1810,3613,0.339
1810,3598,0.118
1810,2451,0.231
1810,4367,0.209
1810,1347,0.144
1810,2194,0.099
1810,1908,0.03
1810,3162,0.139
1810,2906,0.346
1810,3691,0.172
1810,4740,0.122
1810,6042,0.11
1810,183,0.492
1810,3899,-0.064
1810,188,0.174
1810,1354,0.239
1810,1596,0.061
1810,3521,-0.141
1810,3724,0.119
1810,3286,0.259
1810,1913,0.388
1810,224,0.063
1810,3528,0.072
1810,3723,0.137
1810,1622,0.112
1810,220,0.158
1810,3688,0.094
1810,4680,-0.204
1810,6114,0.21
1810,4077,-0.046
1810,3374,0.051
1810,2823,0.213
1810,2893,0.168
1810,1454,0.143
1810,722,0.375
1810,2023,0.041
1810,2510,0.337
1810,2829,0.153
1810,2862,-0.11
1810,3868,0.068
1810,885,0.267
1810,159,0.144
1810,3630,0.184
1810,2434,0.145
1810,234,-0.155
1810,4763,0.192
1810,3737,0.231
1810,1891,0.0135
1810,3765,0.092
1810,2002,0.121
1810,4164,0.146
1810,5721,0.181
1810,3345,-0.015
1810,4590,0.185
1810,1115,0.067
1810,3675,0.048
1810,2039,0.045
1810,4044,0.161
1810,894,0.164
1810,140,0.35
1810,897,0.067
1810,1274,0.072
1810,2647,0.157
1810,5735,0.09
1810,4798,0.289
1810,1795,0.148
1810,2972,0.131
1810,3700,0.065
1810,2588,0.367
1810,4153,0.139
1810,3541,0.124
1810,6465,0.079
1810,1809,0.193
1810,5937,0.365
1810,1769,0.313
1810,875,0.209
1810,2180,0.21
1811,2330,0.293
1811,309,0.367
1811,618,0.326
1811,1167,0.244
1811,453,0.293
1811,1819,0.293
1811,656,0.293
1811,1870,0.244
1811,188,0.293
1811,2166,0.225
1812,1306,0.184
1812,760,0.127
1812,1383,0.344
1812,4574,0.444
1812,5103,0.288
1812,4780,0.082
1812,692,0.464
1812,5275,0.058
1812,2529,0.128
1812,4906,0.308
1812,5907,0.211
1812,2858,0.028
1812,1315,0.081
1812,5384,0.407
1812,3767,-0.041
1812,8142,0.277
1812,6848,0.349
1812,5462,0.794
1812,4737,0.471
1812,6568,0.077
1812,2313,0.293
1812,2144,0.348
1812,2149,0.053
1812,376,0.209
1812,5010,0.263
1812,309,0.552
1812,312,0.379
1812,4323,0.217
1812,2773,0.185
1812,3946,0.137
1812,4128,0.414
1812,4041,0.27
1812,3577,0.102
1812,4726,0.234
1812,6666,0.16
1812,3022,0.186
1812,1257,0.552
1812,910,0.017
1812,3813,0.291
1812,2606,0.263
1812,3743,0.424
1812,8203,0.173
1812,7023,0.167
1812,4624,-0.105
1812,1243,0.115
1812,2166,0.251
1812,3590,0.108
1812,2598,0.474
1812,4633,0.186
1812,5111,-0.072
1812,5949,-0.171
1812,6920,-0.434
1812,254,0.108
1812,2056,0.102
1812,3691,0.101
1812,3458,0.261
1812,5237,0.326
1812,180,0.22
1812,188,0.288
1812,6686,0.263
1812,1354,0.224
1812,1863,0.207
1812,3286,0.048
1812,1913,0.588
1812,5345,0.087
1812,6758,0.18
1812,3053,0.11
1812,3375,0.341
1812,3960,0.367
1812,1510,0.212
1812,741,0.569
1812,4083,0.286
1812,155,0.438
1812,157,0.274
1812,2434,0.324
1812,3530,0.424
1812,5884,0.455
1812,5647,-0.223
1812,3233,-0.031
1812,4697,0.035
1812,6413,-0.113
1812,321,0.026
1812,1115,0.074
1812,1279,0.143
1812,4317,0.094
1812,208,0.142
1812,5200,0.269
1812,4798,0.311
1812,3056,0.16
1812,3700,0.281
1812,3707,0.556
1812,3705,0.524
1812,1004,0.272
1812,3541,-0.063
1812,2005,0.465
1812,6031,0.672
1812,4582,0.03
1813,3868,0.112
1813,3750,0.213
1813,980,0.268
1813,1308,0.111
1813,1819,0.111
1813,2199,0.195
1813,3029,0.286
1813,1855,0.095
1813,525,0.196
1813,931,0.123
1813,452,0.398
1813,2075,0.128
1813,618,0.211
1813,1214,0.132
1813,2598,0.123
1813,1919,0.126
1813,1863,0.299
1813,243,0.251
1813,269,0.188
1813,188,0.203
1813,470,0.32
1813,2783,0.492
1813,6133,0.295
1813,57,0.169
1813,3374,0.153
1813,1648,0.335
1813,910,0.074
1813,3708,0.27
1813,2026,0.182
1813,3960,0.365
1813,2023,0.317
1813,512,0.116
1813,2510,0.219
1813,863,0.304
1813,2066,0.42
1813,2690,0.2
1818,980,0.359
1818,188,0.164
1819,2201,0.108
1819,385,0.134
1819,339,0.11
1819,1978,0.127
1819,501,0.109
1819,821,0.217
1819,467,0.141
1819,453,0.065
1819,1354,0.47
1819,1256,0.147
1819,525,0.419
1819,732,0.027
1819,274,0.67
1819,1486,0.085
1819,1360,0.31
1819,1032,0.263
1819,2012,0.155
1819,1458,0.252
1819,519,0.114
1819,2265,0.054
4120,251,0.296
4952,910,0.643
4953,910,0.417
4950,5778,0.677
4950,3198,0.592
4950,910,0.332
4950,4238,0.396
9630,9656,0.403
9630,8882,0.213
1609,1361,0.159
1608,1361,0.272
4951,4167,0.244
4951,910,0.42
3229,1589,0.2
3228,1589,1
1979,2541,0.292
1979,1978,0.265
1979,467,-0.019
1979,1805,0.178
1979,281,0.286
1979,975,0.093
1979,1782,0.422
1979,96,0.358
1978,1094,0.093
1978,1349,0.078
1978,975,0.209
1978,2458,0.022
1978,2484,-0.024
1978,1153,0.592
1978,519,0.088
1978,125,0.321
1978,96,0.316
1978,385,0.289
1978,1782,0.369
1978,2012,0.73
1601,847,0.206
1601,2265,0.492
1601,519,0.009
1601,1597,0.39
1601,732,0.733
1601,1360,0.615
1601,1912,0.804
1601,501,0.157
3224,1453,0.384
1975,1360,0.737
1974,1360,0.327
3221,4798,0.744
3221,2598,0.259
3220,2598,0.456
1971,1153,0.132
1971,1360,0.372
1970,53,0.22
1970,910,0.237
1970,1360,0.315
4954,910,0.008
2162,1720,0.525
2162,2445,-0.016
2848,2843,0.085
2849,2843,0.184
2846,1227,-0.011
2846,1622,-0.042
2846,3379,0.109
2846,451,0.172
2846,2676,0.075
2846,2843,0.248
2846,1809,0.2
2846,3123,0.266
2846,931,0.083
2847,2843,0.241
2844,281,0.003
2844,1257,0.067
2844,2843,0.179
2845,2778,0.101
2845,4283,0.291
2845,5765,0.013
2845,947,0.123
2845,2023,0.3945
2845,2843,0.367
2845,4007,0.259
2845,332,0.277
2845,1384,0.368
2845,1243,0.446
2845,1115,0.747
2845,2785,0.0525
2845,6133,0.321
2845,1032,0.423
2845,3891,0.408
2845,910,0.209
2845,286,0.474
2842,1881,0.149
2842,1306,0.214
2842,3024,0.464
2842,2839,0.417
2842,3014,0.107
2840,2136,-0.053
2840,5397,0.236
2840,1240,0.184
2840,1931,0.242
2840,8556,0.164
2840,2839,0.002
2840,9050,0.193
2841,605,0.439
2841,309,-0.188
2841,2136,0.173
2841,2603,0.18
2841,208,0.286
2841,3011,0.242
2841,2529,-0.051
2841,2434,0.228
2841,1596,0.302
2841,3024,0.275
2841,2839,0.4
2841,172,0.286
2841,2039,-0.024
3320,1305,0.224
5477,863,0.39
5474,6796,0.255
5474,8107,-0.199
5474,2531,0.127
5474,6422,0.362
5474,602,-0.013
5474,863,0.121
5474,2529,0.284
5474,4217,0.339
5474,6882,-0.025
5474,5488,0.206
5474,6459,0.539
5474,6084,-0.061
5474,6702,0.013
5474,5302,0.035
5474,6303,0.474
3323,1305,0.301
3324,1305,0.035
5473,3580,0.203
5473,3813,0.368
5473,4128,0.123
5473,1810,0.405
5473,5954,0.302
5473,3750,0.126
5473,863,0.17
5473,577,0.303
5473,3743,0.212
5473,2777,0.27
5473,2183,0.094
5473,4849,0.013
5473,4156,0.244
5473,5765,0.106
5470,6780,-0.117
5470,5058,0.045
5470,5579,0.16
5470,4256,0.369
3327,1305,-0.161
3327,2797,0.225
3328,1254,-0.062
3328,2607,0.023
5479,560,0.31
5479,32,0.103
5479,57,0.378
5479,4293,0.01
5479,5478,0.116
5479,5804,0.239
5519,5088,0.344
5519,5410,0.73
5519,4070,0.744
5519,1485,0.492
5519,5130,0.492
5518,5010,0.133
5518,590,0.294
5518,6758,-0.132
5518,5111,0.263
5518,2056,0.027
5518,5018,0.528
5518,4904,0.165
5518,5205,0.116
5518,5130,0.249
5511,2293,0.019
5511,5220,0.111
5511,6232,0.345
1555,1278,-0.12
1555,1547,0.204
1555,980,0.179
1555,875,0.365
1555,2002,0.067
